Date,SKU Codes,Product Name,Type,Unit MRP,MRP for Pack Size,Unit PP,PP for Pack Size,Selling Price,NTR,Supplier
13-02-2023,BEAHAICLI0000734,Clinic Plus 175 ml (Pack of 2),DR1,115,230,89,178,,-1,Shree Badrinath Sales
13-02-2023,BEAORACOL0000679,"Colgate 200 gms, (Pack of 3)",DR1,145,435,96.6,289.8,,-1,Narula Trading Company/Badri
13-02-2023,RICBOIDAA0000762,Daawat Rozana Super 90 Basmati Rice 1kg,DR2,98,98,65,65,,-1,Surjit Singh Arjan Singh
13-02-2023,BEAHAIDAB0000767,Dabur Amla 25Ml ,DR1,10,10,7.5,7.5,,-1,Narula Trading Company
13-02-2023,BEABATDET0000769,Dettol Soap 10/-,DR1,10,10,8.5,8.5,,-1,Narula Trading Company
13-02-2023,BEAHAIDOV0000681,"Dove Daily Shine 650 ML, (Pack of 2)",DR1,740,1480,362.6,725.2,,-1,Shree Badrinath Sales
13-02-2023,BEAHAIDOV0000682,"Dove Hairfall 650 Ml, (Pack of 1)",DR1,740,740,370,370,,-1,Shree Badrinath Sales
13-02-2023,CLEBRUGAL0000576,GALA NO DUST BROOM XL,DR1,210,210,143.65,143.65,,-1,WAL-MART INDIA PVT LTD
13-02-2023,CLEALLHAR0000550,Harpic Original 500 Ml (Pack of 3 ),DR1,99,297,83.16,249.48,,-1,Shree Badrinath Sales
13-02-2023,CLEALLHAR0000514,"Harpic Power Plus Toilet Cleaner,200 Ml",DR1,40,40,33.598958,33.598958,,-1,Dynamic Sales
13-02-2023,BEVENEHOR0000716,"Horlicks Chocolate Energy Drink 500G Jar, (Pack of 2)",DR1,249,498,174,348,,-1,Shree Badrinath Sales
13-02-2023,BRACERKEL0000579,Kellogg'S Cornflakes Original 875 G,DR1,355,355,287.55,287.55,,-1,WAL-MART INDIA PVT LTD
13-02-2023,BRASPR0000763,Kissan Doy Pack,DR1,100,100,78.0082,78.0082,,-1,Metro
13-02-2023,BRAREAKNO0000625,Knorr Soup Hot & Sour Veg 43 Gms (pack of 6),DR1,60,360,40,240,,-1,Shree Badrinath Sales
13-02-2023,BRAREAKNO0000746,Knorr Soup Sweet Corn Veg ( Pack of 6 ),DR1,60,360,40,240,,-1,Shree Badrinath Sales
13-02-2023,BRAREAKNO0000747,Knorr Soup Thick Tomato ( Pack of 6 ),DR1,60,360,40,240,,-1,Shree Badrinath Sales
13-02-2023,BEVTEALIP0000627,Lipton Green Tea Lemon Zest ( Pack of 2 ),DR1,170,340,120,240,,-1,
13-02-2023,BEVTEALIP0000739,Lipton Green Tea Pure & Light ( Pack of 2 ),DR1,170,340,120,240,,-1,
13-02-2023,CLEALLLIZ0000772,Lizol Citrus 1 Ltr,DR1,220,220,184.8,184.8,,-1,Narula Trading Company
13-02-2023,CLEALLLIZ0000580,Lizol Disinfectant 5 L,DR1,849,849,687.69,687.69,,-1,
13-02-2023,BEABATLUX0000719,Lux Jasmine Soap 150 gms (Pack of 1),DR1,198,198,137,137,,-1,
13-02-2023,BEABATLUX0000773,Lux Pink 3X150Gm,DR1,198,198,137,137,,-1,
13-02-2023,BEABATLUX0000629,Lux Velvet Touch Soap 3X150 Gms,DR1,198,198,137,137,,-1,
13-02-2023,BRANOOMAG0000491,"Maggi 2-Min Masala Instant Noodles, 56 Gms (Pack of 96)",DR1,10,960,8.9,854.4,,-1,Ramesh Agencies
13-02-2023,BRANOOMAG0000758,Maggi Noodles 56 Gms (Pack of 48),DR1,10,480,8.9,427.2,,-1,Ramesh Agencies
13-02-2023,PEELTEMP0252,Nescafe 50 gms Poly Pack,DR1,160,160,130,130,,-1,Reliance Smart
13-02-2023,OILGHENES0000642,Nestle Everyday Ghee 1 L,DR0,600,600,555,555,,-1,Ramesh Agencies
13-02-2023,BEAHAIPAR0000584,PARACHUTE COCONUT OIL EJ 200 ml ( Pack of 6 ),DR1,95,570,71.25,427.5,,-1,
13-02-2023,OILOILPAR0000581,Parachute Coconut Oil Ej 600 Ml,DR1,270,270,227.1,227.1,,-1,
13-02-2023,BEAHAIPAR0000721,Parachute Hair Oil 100 ml Jar (Pack of 6),DR1,44,264,34.32,205.92,,-1,Shree Badrinath Sales
13-02-2023,BRACERQUA0000654,Quaker Oats 1 Kg,DR1,199,199,156,156,,-1,Reliance Smart
13-02-2023,BEVTEARED0000779,Red Label Nature Care 500G,DR1,300,300,238,238,,-1,
13-02-2023,BEVTEARED0000656,"Red Label Tea - Natural Care, 500Gm (Pouch)",DR1,300,300,238,238,,-1,
13-02-2023,CLEDETRIN0000780,Rin Bar (250*6),DR1,160,160,132,132,,-1,
13-02-2023,OILOILSAF0000781,Saffola 5Ltr+1,DR0,1170,1170,959,959,,-1,
13-02-2023,OILOILSAF0000582,SAFFOLA ACTIVE OIL POUCH 1 L ( Pack of 10 ),DR0,205,2050,163,1630,,-1,
13-02-2023,OILOILSAF0000558,Saffola Gold Oil 1 l (Pack of 10),DR0,199,1990,163,1630,,-1,
13-02-2023,CLEBRUSCO0000583,SCOTCH BRITE SCRUB SPONGE 2N,DR1,65,65,53.43,53.43,,-1,
13-02-2023,BEAFEMSTA0000750,Stayfree Secure XL Wings 40/-(72),DR1,40,40,31.2,31.2,,-1,
13-02-2023,BRANOOYIP0000492,"Sunfeast Yippee Masala Noodles, 70 Gms",DR1,14,1344,8.645833333,830,,-1,
13-02-2023,CLEDETSUR0000784,Surf Excel 1Kg,DR1,134,134,113,113,,-1,Shree badrinath
13-02-2023,BEVTEATAT0000665,Tata Tea Gold Tea Powder (500 Gms),DR1,325,325,225,225,,-1,Shree Badrinath
13-02-2023,BEVTEATAT0000666,Tata Tea Premium Leaf 1 Kg Carton,DR1,510,510,329,329,,-1,Walmart
13-02-2023,OILGHEVER0000673,"Verka Desi Ghee, 1 Kg Pouch",DR0,660,660,603.5,603.5,,-1,Shree Gopalji traders
13-02-2023,CLEDETVIM0000688,"Vim Drop Liquid 750 ML, (Pack of 2)",DR1,199,398,145,290,,-1,
13-02-2023,CLEDETVIM0000687,Vim Drop Liquid(Pack of 6),DR1,20,120,17,102,,-1,Badrinath
13-02-2023,CLEDETVIM0000674,Vim Liquid 250Ml (Pack Of 1),DR1,55,55,46,46,,-1,
13-02-2023,PEELTEMP0223,Vim Liquid 500ml (Pack Of 1),DR1,125,125,100,100,,-1,
14-02-2023,CLEDETARI0000574,Ariel Matic Powder 4Kg + 2Kg Fl,DR1,1525,1525,1270.8,1270.8,,-1,WAL-MART INDIA PVT LTD
14-02-2023,BRABISBRI0000592,"Britannia Good Day Butter Biscuit, 75 Gm",DR1,10,10,8.5,8.5,,-1,Excel Agencies
14-02-2023,BEAHAICLI0000734,Clinic Plus 175 ml (Pack of 2),DR1,115,230,89,178,,-1,Shree Badrinath Sales
14-02-2023,BEAORACOL0000679,"Colgate 200 gms, (Pack of 3)",DR1,145,435,96.6,289.8,,-1,Narula Trading Company/Badri
14-02-2023,RICBOIDAA0000762,Daawat Rozana Super 90 Basmati Rice 1kg,DR2,98,98,65,65,,-1,Surjit Singh Arjan Singh
14-02-2023,BEAHAIDAB0000767,Dabur Amla 25Ml ,DR1,10,10,7.5,7.5,,-1,Narula Trading Company
14-02-2023,BEAHAIDOV0000681,"Dove Daily Shine 650 ML, (Pack of 2)",DR1,740,1480,362.6,725.2,,-1,Shree Badrinath Sales
14-02-2023,BEAHAIDOV0000682,"Dove Hairfall 650 Ml, (Pack of 1)",DR1,740,740,370,370,,-1,Shree Badrinath Sales
14-02-2023,CLEBRUGAL0000576,GALA NO DUST BROOM XL,DR1,210,210,143.65,143.65,,-1,WAL-MART INDIA PVT LTD
14-02-2023,BRASPRHER0000620,Hershey'S Chocloate Syrup 200Gms,DR1,95,95,68,68,,-1,Shree Badrinath Sales
14-02-2023,BEVENEHOR0000716,"Horlicks Chocolate Energy Drink 500G Jar, (Pack of 2)",DR1,249,498,174,348,,-1,Shree Badrinath Sales
14-02-2023,BRACERKEL0000579,Kellogg'S Cornflakes Original 875 G,DR1,355,355,287.55,287.55,,-1,WAL-MART INDIA PVT LTD
14-02-2023,BRASPR0000763,Kissan Doy Pack,DR1,100,100,78.0082,78.0082,,-1,Metro
14-02-2023,BRAREAKNO0000625,Knorr Soup Hot & Sour Veg 43 Gms (pack of 6),DR1,60,360,40,240,,-1,Shree Badrinath Sales
14-02-2023,BRAREAKNO0000746,Knorr Soup Sweet Corn Veg ( Pack of 6 ),DR1,60,360,40,240,,-1,Shree Badrinath Sales
14-02-2023,BRAREAKNO0000747,Knorr Soup Thick Tomato ( Pack of 6 ),DR1,60,360,40,240,,-1,Shree Badrinath Sales
14-02-2023,BEVTEALIP0000627,Lipton Green Tea Lemon Zest ( Pack of 2 ),DR1,170,340,120,240,,-1,Shree Badrinath Sales
14-02-2023,BEVTEALIP0000739,Lipton Green Tea Pure & Light ( Pack of 2 ),DR1,170,340,120,240,,-1,Happy Happy Super Mart
14-02-2023,CLEALLLIZ0000772,Lizol Citrus 1 Ltr,DR1,220,220,184.8,184.8,,-1,Narula Trading Company
14-02-2023,CLEALLLIZ0000580,Lizol Disinfectant 5 L,DR1,849,849,687.69,687.69,,-1,WAL-MART INDIA PVT LTD
14-02-2023,BEABATLUX0000719,Lux Jasmine Soap 150 gms (Pack of 1),DR1,198,198,137,137,,-1,Shree Badrinath Sales
14-02-2023,BEABATLUX0000773,Lux Pink 3X150Gm,DR1,198,198,137,137,,-1,Shree Badrinath Sales
14-02-2023,BEABATLUX0000629,Lux Velvet Touch Soap 3X150 Gms,DR1,198,198,137,137,,-1,
14-02-2023,BRANOOMAG0000491,"Maggi 2-Min Masala Instant Noodles, 56 Gms (Pack of 96)",DR1,10,960,8.9,854.4,,-1,Ramesh Agencies
14-02-2023,BRANOOMAG0000758,Maggi Noodles 56 Gms (Pack of 48),DR1,10,480,8.9,427.2,,-1,Ramesh Agencies
14-02-2023,OILGHENES0000642,Nestle Everyday Ghee 1 L,DR0,600,600,555,555,,-1,Ramesh Agencies
14-02-2023,BEAHAIPAR0000584,PARACHUTE COCONUT OIL EJ 200 ml ( Pack of 6 ),DR1,95,570,71.25,427.5,,-1,
14-02-2023,OILOILPAR0000581,Parachute Coconut Oil Ej 600 Ml,DR1,270,270,227.1,227.1,,-1,WAL-MART INDIA PVT LTD
14-02-2023,BEAHAIPAR0000721,Parachute Hair Oil 100 ml Jar (Pack of 6),DR1,44,264,34.32,205.92,,-1,Shree Badrinath Sales
14-02-2023,BRACERQUA0000654,Quaker Oats 1 Kg,DR1,199,199,149.25,149.25,,-1,Reliance Smart
14-02-2023,BEVTEARED0000779,Red Label Nature Care 500G,DR1,300,300,238,238,,-1,
14-02-2023,BEVTEARED0000656,"Red Label Tea - Natural Care, 500Gm (Pouch)",DR1,300,300,238,238,,-1,
14-02-2023,CLEDETRIN0000780,Rin Bar (250*6),DR1,160,160,132,132,,-1,
14-02-2023,OILOILSAF0000781,Saffola 5Ltr+1,DR0,1170,1170,959,959,,-1,Shree Badrinath
14-02-2023,OILOILSAF0000582,SAFFOLA ACTIVE OIL POUCH 1 L ( Pack of 10 ),DR0,205,2050,163,1630,,-1,
14-02-2023,OILOILSAF0000558,Saffola Gold Oil 1 l (Pack of 10),DR0,199,1990,163,1630,,-1,
14-02-2023,CLEBRUSCO0000583,SCOTCH BRITE SCRUB SPONGE 2N,DR1,65,65,53.43,53.43,,-1,
14-02-2023,BEAFEMSTA0000750,Stayfree Secure XL Wings 40/-(72),DR1,40,40,31.2,31.2,,-1,
14-02-2023,CLEDETSUR0000784,Surf Excel 1Kg,DR1,134,134,113,113,,-1,
14-02-2023,BEVTEATAT0000665,Tata Tea Gold Tea Powder (500 Gms),DR1,325,325,225,225,,-1,Shree Badrinath
14-02-2023,BEVTEATAT0000666,Tata Tea Premium Leaf 1 Kg Carton,DR1,510,510,329,329,,-1,
14-02-2023,OILGHEVER0000788,"Verka Desi Ghee, 1 Kg Pouch",DR0,660,660,603.5,603.5,,-1,Shree Gopalji traders
14-02-2023,CLEDETVIM0000688,"Vim Drop Liquid 750 ML, (Pack of 2)",DR1,199,398,145,290,,-1,
14-02-2023,CLEDETVIM0000687,Vim Drop Liquid(Pack of 6),DR1,20,120,17,102,,-1,Badrinath
14-02-2023,CLEDETVIM0000674,Vim Liquid 250Ml (Pack Of 1),DR1,55,55,46,46,,-1,
14-02-2023,PEELTEMP0223,Vim Liquid 500ml (Pack Of 1),DR1,125,125,100,100,,-1,
15-02-2023,CLEDETARI0000574,Ariel Matic Powder 4Kg + 2Kg Fl,DR1,1525,1525,1270.8,1270.8,,-1,WAL-MART INDIA PVT LTD
15-02-2023,BRABISBRI0000592,"Britannia Good Day Butter Biscuit, 75 Gm",DR1,10,10,8.5,8.5,,-1,Excel Agencies
15-02-2023,BEAHAICLI0000734,Clinic Plus 175 ml (Pack of 2),DR1,115,230,89,178,,-1,Shree Badrinath Sales
15-02-2023,BEAORACOL0000679,"Colgate 200 gms, (Pack of 3)",DR1,145,435,96.6,289.8,,-1,Narula Trading Company/Badri
15-02-2023,RICBOIDAA0000762,Daawat Rozana Super 90 Basmati Rice 1kg,DR2,98,98,65,65,,-1,Surjit Singh Arjan Singh
15-02-2023,BEAHAIDAB0000767,Dabur Amla 25Ml ,DR1,10,10,7.5,7.5,,-1,Narula Trading Company
15-02-2023,BEAHAIDOV0000681,"Dove Daily Shine 650 ML, (Pack of 2)",DR1,740,1480,362.6,725.2,,-1,Shree Badrinath Sales
15-02-2023,BEAHAIDOV0000682,"Dove Hairfall 650 Ml, (Pack of 1)",DR1,740,740,370,370,,-1,Shree Badrinath Sales
15-02-2023,CLEBRUGAL0000576,GALA NO DUST BROOM XL,DR1,210,210,143.65,143.65,,-1,WAL-MART INDIA PVT LTD
15-02-2023,CLEALLHAR0000550,Harpic Original 500 Ml (Pack of 3 ),DR1,99,297,83.16,249.48,,-1,Shree Badrinath Sales
15-02-2023,BRASPRHER0000620,Hershey'S Chocloate Syrup 200Gms,DR1,95,95,68,68,,-1,Shree Badrinath Sales
15-02-2023,BEVENEHOR0000716,"Horlicks Chocolate Energy Drink 500G Jar, (Pack of 2)",DR1,249,498,174,348,,-1,Shree Badrinath Sales
15-02-2023,BRACERKEL0000579,Kellogg'S Cornflakes Original 875 G,DR1,355,355,287.55,287.55,,-1,WAL-MART INDIA PVT LTD
15-02-2023,BRASPR0000763,Kissan Doy Pack,DR1,100,100,78.0082,78.0082,,-1,Metro
15-02-2023,BRAREAKNO0000625,Knorr Soup Hot & Sour Veg 43 Gms (pack of 6),DR1,60,360,40,240,,-1,Shree Badrinath Sales
15-02-2023,BRAREAKNO0000746,Knorr Soup Sweet Corn Veg ( Pack of 6 ),DR1,60,360,40,240,,-1,Shree Badrinath Sales
15-02-2023,BRAREAKNO0000747,Knorr Soup Thick Tomato ( Pack of 6 ),DR1,60,360,40,240,,-1,Shree Badrinath Sales
15-02-2023,BEVTEALIP0000627,Lipton Green Tea Lemon Zest ( Pack of 2 ),DR1,170,340,120,240,,-1,Shree Badrinath Sales
15-02-2023,BEVTEALIP0000739,Lipton Green Tea Pure & Light ( Pack of 2 ),DR1,170,340,120,240,,-1,Happy Happy Super Mart
15-02-2023,CLEALLLIZ0000772,Lizol Citrus 1 Ltr,DR1,220,220,184.8,184.8,,-1,Narula Trading Company
15-02-2023,CLEALLLIZ0000580,Lizol Disinfectant 5 L,DR1,849,849,687.69,687.69,,-1,WAL-MART INDIA PVT LTD
15-02-2023,BEABATLUX0000719,Lux Jasmine Soap 150 gms (Pack of 1),DR1,198,198,137,137,,-1,Shree Badrinath Sales
15-02-2023,BEABATLUX0000773,Lux Pink 3X150Gm,DR1,198,198,137,137,,-1,Shree Badrinath Sales
15-02-2023,BEABATLUX0000774,"Lux White 3X150Gm
",DR2,198,198,137,137,,-1,Shree Badrinath Sales
15-02-2023,BRANOOMAG0000491,"Maggi 2-Min Masala Instant Noodles, 56 Gms (Pack of 96)",DR1,10,960,8.9,854.4,,-1,Ramesh Agencies
15-02-2023,BRANOOMAG0000758,Maggi Noodles 56 Gms (Pack of 48),DR1,10,480,8.9,427.2,,-1,Ramesh Agencies
15-02-2023,PEELTEMP0252,Nescafe 50 gms Poly Pack,DR1,160,160,130,130,,-1,Reliance Smart
15-02-2023,OILGHENES0000642,Nestle Everyday Ghee 1 L,DR0,600,600,555,555,,-1,Ramesh Agencies
15-02-2023,BEAHAIPAR0000584,PARACHUTE COCONUT OIL EJ 200 ml ( Pack of 6 ),DR1,95,570,71.25,427.5,,-1,
15-02-2023,OILOILPAR0000581,Parachute Coconut Oil Ej 600 Ml,DR1,270,270,227.1,227.1,,-1,WAL-MART INDIA PVT LTD
15-02-2023,BEAHAIPAR0000721,Parachute Hair Oil 100 ml Jar ,DR1,44,44,34.32,34.32,,-1,Shree Badrinath Sales
15-02-2023,BEVTEARED0000779,Red Label Nature Care 500G,DR1,300,300,238,238,,-1,
15-02-2023,CLEDETRIN0000780,Rin Bar (250*6),DR1,160,160,132,132,,-1,
15-02-2023,OILOILSAF0000781,Saffola 5Ltr+1,DR0,1170,1170,959,959,,-1,Shree Badrinath
15-02-2023,OILOILSAF0000582,SAFFOLA ACTIVE OIL POUCH 1 L ( Pack of 10 ),DR0,205,2050,163,1630,,-1,Narula Trading Company
15-02-2023,OILOILSAF0000558,Saffola Gold Oil 1 l (Pack of 10),DR0,199,1990,163,1630,,-1,Narula Trading Company
15-02-2023,CLEBRUSCO0000583,SCOTCH BRITE SCRUB SPONGE 2N,DR1,65,65,53.43,53.43,,-1,WAL-MART INDIA PVT LTD
15-02-2023,BEAFEMSTA0000750,Stayfree Secure XL Wings 40/-(72),DR1,40,40,31.2,31.2,,-1,Shree Badrinath Sales
15-02-2023,BRANOOYIP0000492,"Sunfeast Yippee Masala Noodles, 70 Gms",DR1,14,1344,8.59,824.64,,-1,Surjith Singh Arjan Singh
15-02-2023,BEVTEATAT0000666,Tata Tea Premium Leaf 1 Kg Carton,DR1,510,510,329,329,,-1,
15-02-2023,OILGHEVER0000788,"Verka Desi Ghee, 1 Kg Pouch",DR0,660,660,603.5,603.5,,-1,Shree Gopalji traders
15-02-2023,CLEDETVIM0000688,"Vim Drop Liquid 750 ML, (Pack of 2)",DR1,199,398,145,290,,-1,Shree Badrinath Sales
15-02-2023,CLEDETVIM0000687,Vim Drop Liquid(Pack of 6),DR1,20,120,17,102,,-1,Badrinath
15-02-2023,CLEDETVIM0000674,Vim Liquid 250Ml (Pack Of 1),DR1,55,55,46,46,,-1,Shree Badrinath Sales
15-02-2023,PEELTEMP0223,Vim Liquid 500ml (Pack Of 1),DR1,125,125,100,100,,-1,Metro
15-02-2023,PULFLOAAS0000541,Aashirvaad Chakki Atta 5KG,DR2,242,242,206,206,,-1,Ess Enn Marketting
15-02-2023,PULFLOAAS0000586,Aashirvaad Chakki Atta 10 Kg,DR2,464,464,405,405,,-1,Ess Enn Marketting
16-02-2023,PULFLOAAS0000541,Aashirvaad Chakki Atta 5KG,DR2,242,242,206,206,,-1,Ess Enn Marketing
16-02-2023,PULFLOAAS0000586,Aashirvaad Chakki Atta 10 Kg,DR2,464,464,405,405,,-1,Ess Enn Marketing
16-02-2023,CLEDETARI0000574,Ariel Matic Powder 4Kg + 2Kg Fl,DR1,1525,1525,1270.8,1270.8,,-1,WAL-MART INDIA PVT LTD
16-02-2023,BRABISBRI0000592,"Britannia Good Day Butter Biscuit, 75 Gm",DR1,10,10,8.5,8.5,,-1,Excel Agencies
16-02-2023,BEAHAICLI0000734,Clinic Plus 175 ml (Pack of 2),DR1,115,230,89,178,,-1,Shree Badrinath Sales
16-02-2023,BEAORACOL0000679,"Colgate 200 gms, (Pack of 3)",DR1,145,435,96.6,289.8,,-1,Narula Trading Company/Badri
16-02-2023,RICBOIDAA0000762,Daawat Rozana Super 90 Basmati Rice 1kg,DR2,98,98,65,65,,-1,Surjit Singh Arjan Singh
16-02-2023,BEAHAIDAB0000767,Dabur Amla 25Ml ,DR1,10,10,7.5,7.5,,-1,Narula Trading Company
16-02-2023,BEABATDET0000769,Dettol Soap 10/-,DR1,10,10,8.5,8.5,,-1,Narula Trading Company
16-02-2023,BEAHAIDOV0000681,"Dove Daily Shine 650 ML, (Pack of 2)",DR1,740,1480,362.6,725.2,,-1,Shree Badrinath Sales
16-02-2023,BEAHAIDOV0000682,"Dove Hairfall 650 Ml, (Pack of 1)",DR1,740,740,370,370,,-1,Shree Badrinath Sales
16-02-2023,CLEBRUGAL0000576,GALA NO DUST BROOM XL,DR1,210,210,143.65,143.65,,-1,WAL-MART INDIA PVT LTD
16-02-2023,CLEALLHAR0000550,Harpic Original 500 Ml (Pack of 3 ),DR1,99,297,83.16,249.48,,-1,Shree Badrinath Sales
16-02-2023,CLEALLHAR0000514,"Harpic Power Plus Toilet Cleaner,200 Ml",DR1,40,40,33.598958,33.598958,,-1,Dynamic Sales
16-02-2023,BEVENEHOR0000716,"Horlicks Chocolate Energy Drink 500G Jar, (Pack of 2)",DR1,249,498,174,348,,-1,Shree Badrinath Sales
16-02-2023,BRACERKEL0000579,Kellogg'S Cornflakes Original 875 G,DR1,355,355,287.55,287.55,,-1,WAL-MART INDIA PVT LTD
16-02-2023,BRASPR0000763,Kissan Doy Pack,DR1,100,100,78.0082,78.0082,,-1,Metro
16-02-2023,BRAREAKNO0000625,Knorr Soup Hot & Sour Veg 43 Gms (pack of 6),DR1,60,360,40,240,,-1,Shree Badrinath Sales
16-02-2023,BRAREAKNO0000746,Knorr Soup Sweet Corn Veg ( Pack of 6 ),DR1,60,360,40,240,,-1,Shree Badrinath Sales
16-02-2023,BRAREAKNO0000747,Knorr Soup Thick Tomato ( Pack of 6 ),DR1,60,360,40,240,,-1,Shree Badrinath Sales
16-02-2023,BEVTEALIP0000627,Lipton Green Tea Lemon Zest ( Pack of 2 ),DR1,170,340,120,240,,-1,Shree Badrinath Sales
16-02-2023,BEVTEALIP0000739,Lipton Green Tea Pure & Light ( Pack of 2 ),DR1,170,340,120,240,,-1,Happy Happy Super Mart
16-02-2023,CLEALLLIZ0000772,Lizol Citrus 1 Ltr,DR1,220,220,184.8,184.8,,-1,Narula Trading Company
16-02-2023,CLEALLLIZ0000580,Lizol Disinfectant 5 L,DR1,849,849,687.69,687.69,,-1,WAL-MART INDIA PVT LTD
16-02-2023,BEABATLUX0000719,Lux Jasmine Soap 150 gms (Pack of 1),DR1,198,198,137,137,,-1,Shree Badrinath Sales
16-02-2023,BEABATLUX0000773,Lux Pink 3X150Gm,DR1,198,198,137,137,,-1,Shree Badrinath Sales
16-02-2023,BRANOOMAG0000491,"Maggi 2-Min Masala Instant Noodles, 56 Gms (Pack of 96)",DR1,10,960,8.9,854.4,,-1,Ramesh Agencies
16-02-2023,BRANOOMAG0000758,Maggi Noodles 56 Gms (Pack of 48),DR1,10,480,8.9,427.2,,-1,Ramesh Agencies
16-02-2023,PEELTEMP0252,Nescafe 50 gms Poly Pack,DR1,160,160,130,130,,-1,Reliance Smart
16-02-2023,OILGHENES0000642,Nestle Everyday Ghee 1 L,DR0,600,600,555,555,,-1,Ramesh Agencies
16-02-2023,BEAHAIPAR0000584,PARACHUTE COCONUT OIL EJ 200 ml ( Pack of 6 ),DR1,95,570,71.25,427.5,,-1,
16-02-2023,OILOILPAR0000581,Parachute Coconut Oil Ej 600 Ml,DR1,270,270,227.1,227.1,,-1,WAL-MART INDIA PVT LTD
16-02-2023,BEAHAIPAR0000721,Parachute Hair Oil 100 ml Jar ,DR1,44,44,34.32,34.32,,-1,Shree Badrinath Sales
16-02-2023,BRABISPAR0000776,Parle G Mrp 10,DR1,10,10,8.4,8.4,,-1,Sehgal/Shreenath Traders
16-02-2023,BRACERQUA0000654,Quaker Oats 1 Kg,DR1,199,199,149.25,149.25,,-1,Reliance Smart
16-02-2023,BEVTEARED0000779,Red Label Nature Care 500G,DR1,300,300,238,238,,-1,
16-02-2023,BEVTEARED0000656,"Red Label Tea - Natural Care, 500Gm (Pouch)",DR1,300,300,238,238,,-1,Shree Badrinath Sales
16-02-2023,CLEDETRIN0000780,Rin Bar (250*6),DR1,160,160,132,132,,-1,
16-02-2023,OILOILSAF0000781,Saffola 5Ltr+1,DR0,1170,1170,959,959,,-1,Shree Badrinath
16-02-2023,OILOILSAF0000582,SAFFOLA ACTIVE OIL POUCH 1 L ( Pack of 10 ),DR0,205,2050,163,1630,,-1,Narula Trading Company
16-02-2023,OILOILSAF0000558,Saffola Gold Oil 1 l (Pack of 10),DR0,199,1990,163,1630,,-1,Narula Trading Company
16-02-2023,CLEBRUSCO0000583,SCOTCH BRITE SCRUB SPONGE 2N,DR1,65,65,53.43,53.43,,-1,WAL-MART INDIA PVT LTD
16-02-2023,BEAFEMSTA0000750,Stayfree Secure XL Wings 40/-(72),DR1,40,40,31.2,31.2,,-1,Shree Badrinath Sales
16-02-2023,BRANOOYIP0000492,"Sunfeast Yippee Masala Noodles, 70 Gms",DR1,10,960,8.59,824.64,,-1,Surjith Singh Arjan Singh
16-02-2023,BEVTEATAT0000666,Tata Tea Premium Leaf 1 Kg Carton,DR1,510,510,368.69,368.69,,-1,
16-02-2023,OILGHEVER0000788,"Verka Desi Ghee, 1 Kg Pouch",DR0,660,660,603.5,603.5,,-1,Shree Gopalji traders
16-02-2023,CLEDETVIM0000688,"Vim Drop Liquid 750 ML, (Pack of 2)",DR1,199,398,145,290,,-1,Shree Badrinath Sales
16-02-2023,CLEDETVIM0000687,Vim Drop Liquid(Pack of 6),DR1,20,120,17,102,,-1,Badrinath
16-02-2023,CLEDETVIM0000674,Vim Liquid 250Ml (Pack Of 1),DR1,55,55,46,46,,-1,Shree Badrinath Sales
16-02-2023,PEELTEMP0223,Vim Liquid 500ml (Pack Of 1),DR1,125,125,100,100,,-1,Metro
16-02-2023,OILGHEPAT0000649,Patanjali ghee,DR0,665,665,608,608,,-1,
16-02-2023,BRASPRDAB0000794,Dabur honey 250gms,DR1,120,120,86.4,86.4,,-1,
16-02-2023,PEELTEMPZED16,AGARBATI ZED BLACK 3IN1 16G,DR2,12,144,6.96,83.52,,-1,
16-02-2023,PEELTEMPZEDG15,AGARBTI ZED BLACK GULAB 15G,DR2,12,144,6.96,83.52,,-1,
16-02-2023,PEELTEMPZEDC15,AGARBATI ZED BLACK CHANDAN 15G,DR2,12,144,6.96,83.52,,-1,
16-02-2023,PEELTEMPZEDP15,AGARBATI ZED BLACK PINEAPLE 15G,DR2,12,144,6.96,83.52,,-1,
16-02-2023,OILGHEGOW0000577,Gowardhan Ghee 1kg-Mono pack,DR0,725,725,650,650,,-1,
17-02-2023,PW0049,Aashirvaad Chakki Atta 10 Kg,DR2,464,464,405,405,412.49,0.018493827,
17-02-2023,PW004,Aashirvaad Chakki Atta 5KG,DR2,242,242,206,206,212.31,0.030631068,
17-02-2023,PW0254,AGARBATI ZED BLACK 3IN1 16G (Pack of 12),DR2,12,144,6.96,83.52,87.696,0.05,
17-02-2023,PW0256,AGARBATI ZED BLACK CHANDAN 15G (pack of 12),DR2,12,144,6.96,83.52,87.696,0.05,
17-02-2023,PW0257,AGARBATI ZED BLACK PINEAPLE 15G (Pack of 12),DR2,12,144,6.96,83.52,87.696,0.05,
17-02-2023,PW0255,AGARBTI ZED BLACK GULAB 15G (Pack of 12),DR2,12,144,6.96,83.52,87.696,0.05,
17-02-2023,PW0037,Ariel Matic Powder 4Kg + 2Kg Fl,DR1,1525,1525,1270.8,1270.8,1275,0.003305005,
17-02-2023,PW0055,"Britannia Good Day Butter Biscuit, 75 Gm",DR1,10,10,8.5,8.5,8.68,0.021176471,
17-02-2023,PW0194,Clinic Plus 175 ml (Pack of 2),DR1,115,230,89,178,184,0.033707865,
17-02-2023,PW0144,"Colgate 200 gms, (Pack of 3)",DR1,145,435,96.6,289.8,320.07,0.104451346,
